0	198849528	14
0	-386765632	12
0	-1938414528	10
0	1282810944	10
0	-264506368	14
0	1028432136	14
0	1921399488	13
0	1879741504	13
0	-362929664	11
0	-2107260416	10
0	636705152	14
0	7750656	12
0	1211926592	9
0	-700372288	14
0	2013202296	13
0	1490155584	13
0	-892001720	11
0	-1740942200	13
0	-289783296	10
0	2097067072	13
0	1275214024	12
0	546681920	14
0	-929123264	14
0	-1163571648	14
0	-1496025544	12
0	-289746360	10
0	-1893161416	11
0	-715475904	14
0	-2002535040	10
0	1596818944	14
0	-2055843776	9
0	2131300928	9
0	1235479744	14
0	199269000	13
0	888720768	14
0	-847267840	12
0	1036854336	9
0	-887994744	12
0	1499720896	14
0	-1486288192	11
0	1539142144	13
0	-1413148160	14
0	-216941888	14
0	-874514944	11
0	-6122944	10
0	-204171720	13
0	1035351104	9
0	-1916947392	10
0	-1034869696	13
0	1671069112	13
0	380511368	13
0	-72467072	13
0	-268198336	14
0	-401755584	13
0	1142043208	11
0	-395775488	11
0	-2140106240	12
0	137728576	9
0	587229568	14
0	-2067116480	10
0	446944256	14
0	1155565128	13
0	-256859648	9
0	1459332160	13
0	2067684736	13
0	-1783486600	13
0	201845448	12
0	-694574016	9
0	1725682688	12
0	1330773432	13
0	1287007808	9
0	-151067648	11
0	-788061696	10
0	-416549832	14
0	186078208	14
0	-1432430208	14
0	-1624779776	11
0	292933184	14
0	2105196096	9
0	-927870984	14
0	-653024704	14
0	22835712	9
0	891375168	9
0	154505792	9
0	-1053176256	12
0	1489403832	14
0	1069700160	9
0	1472095288	14
0	-539537344	13
0	-1453442368	11
0	1826228088	11
0	-1480664056	12
0	-1442890176	14
0	1023929032	11
0	932648000	13
0	925293760	14
0	-1893208896	14
0	-847598968	13
0	-1703478912	14
0	230265408	14
1	504320	5
1	1272591352	4
1	-274943560	2
1	-1880204352	4
1	-764005816	6
1	-172346888	4
1	1020891280	7
1	1108493888	5
1	-802323896	3
1	1445168200	7
1	-395238912	4
1	-1140705152	4
1	-1107160944	4
1	-1025924032	4
1	2028679752	6
1	-16478280	3
1	344552520	7
1	-91835832	6
1	-1892793352	5
1	-2005851504	2
1	-715854408	5
1	343811208	3
1	-50196480	4
1	104531760	4
1	928064072	3
1	-421805064	6
1	949919672	3
1	-1534562888	6
1	-50191296	4
1	-256863752	3
1	-1022901688	4
1	182751160	5
1	556184136	4
1	1970968064	4
1	415662008	4
1	1895761784	5
1	137433016	7
1	-1507689032	2
1	-933469704	7
1	1490495352	7
1	-1900927112	6
1	1138041344	4
1	904013368	2
1	2007675464	6
1	869570104	4
1	-541277624	5
1	-670625288	5
0	831077760	9
0	-228748736	10
0	2040810880	14
0	-1729234752	12
0	630062520	13
0	145834120	9
0	-952432776	11
0	231438720	10
0	-1507766720	11
0	1473723320	13
0	-1137040320	10
0	1074541704	10
0	1087047744	13
0	-248069704	9
0	1223009344	13
0	183046720	14
0	-1468638016	10
0	1057263544	14
0	1820512320	14
0	1351259200	9
0	1662213056	9
0	10400832	13
0	1357798408	13
0	-626150848	14
0	932637560	14
0	-1681577280	12
0	198486720	11
0	358745152	9
0	657294848	14
0	1572820104	10
0	-1592949696	9
0	307365680	14
0	-1385180160	14
0	-1731448392	11
0	-1916762048	13
0	1124587144	12
0	-643574784	14
0	434615360	10
0	-1884453376	14
0	1945608768	14
0	1669538368	9
0	-812055992	12
0	-1625146688	11
0	364007488	14
0	-1728753400	10
0	91629432	9
0	1919191104	13
0	15514304	11
0	779786304	14
0	1946333768	12
0	-933465600	9
0	539891272	9
0	-2106887168	14
0	946901504	14
0	1111016512	10
0	-2134633920	11
0	1447484608	14
0	-1025929144	10
0	-487877568	13
0	-687783496	10
0	583214080	11
0	1145489032	12
0	-933312888	9
0	-1435839352	14
0	955032064	12
0	1869925760	13
0	1081161352	10
0	492027456	10
0	783204792	14
0	-1914553664	14
0	2137367616	13
0	-930447432	9
0	-1116029376	9
0	-1560103872	9
0	-1157004224	14
0	-15726528	13
0	454480960	14
0	425600568	12
0	-1456106944	11
0	691458632	11
0	-1962793848	11
0	1662140552	11
0	2116188544	9
0	225360576	14
0	-902382208	9
0	-1380302336	10
0	776125824	13
0	131126272	10
0	-1772820096	10
0	932893760	11
0	1872918592	13
0	2133592256	12
0	-1837696640	14
0	1262353600	14
1	2043050944	4
1	-936612856	4
1	1138000376	3
1	-285054160	5
1	2043015160	4
1	-1571873272	2
1	-1202647544	3
1	-673387080	7
1	-1238219200	4
1	-356141504	5
1	-248069704	2
1	2118567632	5
1	-265145712	7
1	-1742266224	2
1	-1598747128	5
1	12930048	4
1	925622264	4
1	-761351608	5
1	716059208	4
1	-1411774672	5
1	-444422280	5
1	-1489918408	3
1	-2099966528	5
1	651452920	6
1	-713158584	4
1	952496120	4
1	-390180872	5
1	1662771784	7
1	-1725890488	7
1	-1731448392	5
1	1111011256	7
1	-1749130184	4
1	-716781872	2
1	-672317376	5
1	-524089480	4
1	-1383554488	7
1	889332944	4
1	829498000	7
1	-507585456	5
1	-1749736888	5
0	-1002023872	11
0	1032812928	10
0	-874892296	14
0	653941448	10
0	1819948096	14
0	-2072797112	11
0	-1044038272	11
0	1878989752	14
0	1108488776	13
0	-932981760	9
0	1345209408	11
0	-965081600	14
0	-956007560	13
0	415667264	11
0	-53664704	9
0	416413760	13
0	1885596864	9
0	1358025792	11
0	1480283272	14
0	922910648	13
0	-1384522312	13
0	-2004184000	9
0	1059839992	14
0	1486206016	14
0	-1587356232	9
0	1521096264	13
0	1885447304	13
0	1662177272	14
0	979789448	12
0	1225769984	10
0	1259446784	14
0	-1009472832	11
0	1978133696	14
0	2070303304	10
0	1762531392	13
0	417316224	10
0	-203384184	13
0	-1221868992	11
0	-1321433024	13
0	1312496568	14
0	940964224	9
0	400277056	14
0	-1881238976	10
0	657336968	13
0	-176919360	10
0	-171969536	14
0	-1115573184	9
0	1157773512	12
0	-275021248	13
0	1433351304	13
0	926005952	10
0	1971263624	12
0	-1761599224	9
0	-400525824	11
0	61241728	14
0	955038400	11
0	-1464777080	9
0	1676930488	10
0	131784120	13
0	1139424640	12
0	-2039196672	14
0	1366716168	9
0	-1878538616	10
0	2066701752	13
0	1994114112	14
0	-2065660344	13
0	-483493504	12
0	-1661850048	10
0	-1019323008	10
0	1087054336	10
0	-42583112	9
0	-933423480	9
0	-2065697280	11
0	-1863551488	14
0	-1162606528	13
0	213265984	9
0	-1522429376	14
0	915594624	10
0	1491980280	14
0	-887663616	14
0	-1243465024	14
0	-953421824	14
0	1366675008	13
0	1086713848	14
0	1272554632	10
0	523125824	14
0	-1959316416	10
0	805464952	14
0	1740845120	9
0	-1852280320	14
0	-1507689032	11
0	1042446720	12
0	-672322488	12
0	-365511296	13
0	935223296	12
0	-1248742848	10
0	1272595456	14
0	-1348306880	12
0	1328016576	11
0	2045551104	11
0	-1917440448	9
0	-977694144	14
1	230343096	2
1	-1846685704	5
1	-2073087416	6
1	-658658160	5
1	-125956024	5
1	-872274880	5
1	-52850544	7
1	1885254144	5
1	1478668872	5
1	-1468980736	3
1	-847645192	4
1	-1959694920	4
1	-737683832	5
1	-2099665856	3
1	-522055608	5
1	1747664016	3
1	1418294344	6
1	1216457800	4
1	1089332280	4
1	-724234744	4
1	2069814712	5
1	454217720	5
1	784187456	4
1	-25811080	2
1	-1353637304	3
1	-1495657480	3
1	1084137400	6
1	-661282888	5
1	-2004189256	3
1	-1787584440	6
1	-1062088712	3
1	-1962425784	4
1	-1251039688	6
1	425600568	2
1	-1612196216	6
1	-1073448072	3
1	1355186104	4
1	1124592256	5
1	1406767176	3
1	2079306312	6
1	-268120648	6
1	931381832	3
1	1544772544	5
1	1544736760	5
1	-1380236728	7
0	2017670208	11
0	1658174144	11
0	-429215160	12
0	-1349058632	14
0	582882952	11
0	-791893880	11
0	-1434043712	13
0	-842303104	10
0	1280721920	14
0	-2107760128	9
0	-933092352	9
0	979747328	14
0	402361216	11
0	37564992	10
0	-1127406528	9
0	1951816896	12
0	48828992	10
0	-1930283968	10
0	-406648968	9
0	1284118592	14
0	-460442560	13
0	-2066070528	14
0	-421427712	14
0	115483136	12
0	-2136336320	13
0	984420928	14
0	-55167936	9
0	826901568	14
0	1330695744	14
0	1063170632	9
0	499078280	10
0	-942946680	10
0	2070266368	10
0	-1959772608	10
0	-2134556232	10
0	1896817800	10
0	-1427412104	13
0	1641620544	14
0	-673464768	12
0	2012033608	12
0	-1245711360	14
0	21701768	10
0	-934151808	14
0	1138036232	13
0	1714052032	11
0	-670621184	10
0	1142006272	10
0	-396447160	13
0	1272218104	14
0	1644573760	14
0	603188664	14
0	6169088	9
0	-1104462776	12
0	1081119232	14
0	3510848	9
0	1087091272	10
0	-2099670968	11
0	-262260032	9
0	-290536448	14
0	-1464819200	9
0	519808064	13
0	209920576	14
0	1686584896	12
0	143598144	14
0	-2141383032	9
0	950215232	10
0	946943624	12
0	1833013824	14
0	657056824	10
0	-203793216	11
0	1638541960	13
0	1084137400	14
0	691421696	14
0	2037457480	12
0	1665746944	14
0	145870840	9
0	-1453448704	14
0	2037420544	14
0	1094029888	9
0	1299842560	14
0	666794176	12
0	-1023269752	11
0	-1747311552	10
0	836874816	11
0	-508983808	14
0	-1716943360	14
0	1164884672	14
0	-818767736	11
0	-201418688	14
0	-74566592	9
0	1872172096	13
0	-1893770048	9
0	-929133704	14
0	-1221850944	12
0	230080064	13
0	-1917218240	14
1	1145857096	5
1	230157752	4
1	-874519048	5
1	-1483276360	4
1	-1249038408	4
1	-2046213560	4
1	-1480699912	4
1	-570248632	7
1	400354744	7
1	304263752	4
1	-700595640	5
1	780701192	5
1	2026025544	6
1	1557869128	5
1	-1063750088	7
1	-285593016	5
1	-641307784	5
1	2105273784	7
1	-1165577656	7
1	1789801032	6
1	1357720576	4
1	1283335304	7
1	-1722863032	3
1	1357762552	7
1	-1029276232	2
1	925580288	4
1	-1064665160	4
1	-595412040	5
1	-754053048	2
1	-487882824	6
1	-282938808	7
1	1194472008	7
1	-1962788736	4
1	998304776	7
1	-875224504	3
1	-2115587512	2
1	1644195256	4
1	-1480741888	4
1	-712785336	6
1	-716781944	5
1	-812050880	6
1	-1787584368	2
1	815197048	3
1	809705400	5
0	-1337772992	11
0	1477235712	10
0	-874856512	9
0	-1046196864	13
0	832495032	13
0	-1368153536	14
0	1438079360	9
0	809235456	14
0	-431943168	12
0	2042969472	14
0	-272740360	11
0	10370240	14
0	1214399488	14
0	-1306385856	9
0	1143342144	13
0	137438272	9
0	1081492480	10
0	-540861512	9
0	-523856832	14
0	1896799616	13
0	-1361337792	9
0	-890695104	10
0	1353834496	9
0	1862434744	11
0	-1333550016	9
0	684541952	10
0	2133581816	14
0	-468034368	14
0	-1533148096	10
0	588435448	14
0	-422173128	14
0	-394943352	12
0	1138010816	14
0	358265920	14
0	1906451592	9
0	-1892416000	14
0	2003903048	12
0	-652106688	14
0	-874472824	13
0	830137344	11
0	-1992521664	9
0	1606917696	11
0	-405511616	11
0	51529352	12
0	1235403776	9
0	-1318851392	9
0	1869155008	14
0	805621176	13
0	-3464704	10
0	-1277844992	14
0	1138750976	14
0	-1277913544	14
0	1501185160	11
0	1539179080	11
0	-2108611520	12
0	-2107303872	10
0	539854336	14
0	-399097344	14
0	-1576651712	14
0	-1341279680	14
0	412650176	14
0	446880960	12
0	-1947583104	10
0	-567861176	13
0	519980168	11
0	-1094671296	9
0	1476904584	10
0	920261696	12
0	522353024	13
0	-284675656	10
0	1325179968	10
0	-322629120	14
0	-1333259712	9
0	143589952	9
0	651830272	11
0	1084432960	11
0	-126798200	13
0	466279616	10
0	-1424826368	11
0	22872648	9
0	-975029568	11
0	1975182984	10
0	-1766368896	9
0	-461194312	13
0	-955997120	14
0	1058015296	14
0	-1345309560	10
0	-1644542328	12
0	-847641088	14
0	-272729920	12
0	-850994488	14
0	164602432	9
0	1742345280	12
0	828259008	9
0	1474475072	13
0	842448256	13
0	1635146440	11
0	-1223787328	14
0	1972482624	10
0	-883579768	9
0	1835714184	12
0	254274752	10
0	-176510328	13
0	1517746560	12
0	-374263224	9
1	-2051916872	7
1	64631800	4
1	-999345592	7
1	-74945096	6
1	847232072	3
1	28430328	5
1	-1530551664	2
1	-1436134912	5
1	-1104457664	3
1	28466112	3
1	-65916272	2
1	1409426568	3
1	-1544852616	5
1	1659454024	5
1	2131378616	5
1	-893517312	6
1	-176800840	3
1	-1587356232	3
1	-1046574216	3
1	-1803672440	7
1	1857392712	5
1	1930572288	4
1	253896248	3
1	1063175744	5
1	-2066447880	5
1	1686662584	4
1	-688156744	3
1	582836728	7
1	-484899768	7
1	534914184	7
1	-2134556232	4
1	-1023264640	6
1	-2140110344	5
1	-1814458296	6
1	1214124536	6
1	-1644174264	4
1	1028053632	7
1	-377048504	5
1	2097665744	5
1	1944094208	3
1	-1277913544	7
1	532254792	7
