0	-1460328240	10
0	254086920	12
0	-1569349048	14
0	1041186368	13
0	573219400	10
0	1366479112	9
0	-1261784000	9
0	1784048328	14
0	-1561877944	12
0	-1347571952	14
0	848278088	10
0	1843490056	10
0	-903165232	14
0	-913454968	11
0	535371464	10
0	-1637015728	14
0	-942946680	10
0	890942528	9
0	-1761962104	13
0	1050033936	13
0	-1549917696	9
0	-873772480	12
0	1975514112	10
0	1326763720	13
0	632136768	14
0	1261980352	14
0	2097676040	14
0	954612416	11
0	1854794952	14
0	1142867528	9
0	-467671488	9
0	-685517496	10
0	-1114226928	12
0	-1126777280	12
0	-1058651576	10
0	-1232227264	9
0	269030096	12
0	648913984	10
0	-846246272	10
0	727132232	13
0	1768254024	12
0	343349064	9
0	-1639441136	14
0	-755674728	10
0	1606048960	14
0	459217104	13
0	1977611848	10
0	-300913224	12
0	-1224264496	13
0	-944782272	11
0	-183832312	11
0	307828296	11
0	1531076440	9
0	1504402816	10
0	-264506368	14
0	1590614656	9
0	807351360	12
0	1165967624	13
0	1503354120	14
0	1089619008	12
0	1170293000	11
0	1721131592	10
0	-1335675768	9
0	-1614767408	13
0	-1553881528	11
0	-1055767480	14
0	-1413927224	9
0	1573607496	14
0	-1122518912	10
0	1155907920	11
0	-1057077992	11
0	1820584576	10
0	610083400	13
0	-731426232	9
0	688172880	11
0	1790143680	9
0	-665952568	9
0	-307074288	14
0	-1259359672	9
0	780413000	14
0	-1640818480	10
0	1891366464	9
0	23692872	9
0	405085968	14
0	1100367568	9
0	789719112	9
0	1394037832	12
0	859321408	9
0	-829142768	13
0	-358650616	10
0	-1246645760	13
0	-633447040	14
0	1024965312	10
0	-1346754488	14
0	-633446968	14
0	-326900592	9
0	886095048	11
0	242878024	14
0	-460395320	9
0	659369744	12
0	-1384798952	10
0	-1393449848	9
0	1321977408	13
0	245007872	14
0	-790079416	11
0	1315391184	10
0	-1597659136	9
0	1440636168	10
0	1766678592	9
0	723919360	13
0	1412947208	14
0	1024603200	10
0	-1088801216	12
0	1349146896	10
0	-1109773248	14
0	-941273536	9
0	-122261240	12
0	-846773176	14
0	1192545992	13
0	1413373384	11
0	-1475567104	12
0	350232264	9
0	763537344	13
0	921353344	10
0	302160008	13
0	-1829988280	14
0	414487040	13
0	-595339712	10
0	878689928	14
0	1487884872	9
0	336895760	10
0	-1210958648	10
0	-1967914608	9
0	1925609856	14
0	-1456823736	10
0	1452039432	14
0	1721724168	9
0	-788898984	10
0	1237205504	14
0	324966536	12
0	891535048	10
0	1135986760	11
0	-1562759480	10
0	-1368153536	14
0	646458048	14
0	1890581704	9
0	-847298296	9
0	1757537352	11
0	-671458472	11
0	965227848	13
0	-1135726448	13
0	-575712944	9
0	-870760184	10
0	694297664	10
0	-264536824	10
0	-2111860912	9
0	454891080	10
0	790766152	10
0	666151616	10
0	-1870455544	11
0	-643574784	14
0	1455315728	12
0	1266796104	12
0	1268696640	10
0	-592490160	9
0	-897170296	11
0	1397480784	10
0	855194824	10
0	1676930488	10
0	153814856	10
0	-1114786824	9
0	-1248216312	10
0	2016245384	9
0	1445025936	14
0	1074089672	11
0	-1532024256	13
0	1024602624	10
0	63605968	12
0	728540224	9
0	1534776384	9
0	-620243896	14
0	564014792	9
0	-1478023032	14
0	1261913160	10
0	-539537344	13
0	758915720	11
0	763929160	11
0	-160532096	11
0	948316296	10
0	944973896	10
0	-617067768	10
0	1297276168	12
0	-2106551808	12
0	1459046024	13
0	1122849352	11
0	-2071522240	9
0	-2038786416	13
0	-330072752	11
0	2118578000	13
0	-1553681848	14
0	-716782592	11
0	2118577928	12
0	-1099288816	13
0	-855646848	10
0	1159124104	10
0	-1275616704	13
0	1440629760	14
0	-828022960	12
0	-850960552	10
0	2134338824	14
0	1344193096	14
0	-1508232128	9
0	-2140106240	12
0	537768584	9
0	-1965647808	9
0	418253384	12
0	532679944	11
0	168302800	11
0	1689155136	10
0	1535232136	11
0	-538456888	11
0	2119593232	10
0	-1793784248	13
0	1999070280	11
0	835396168	9
0	1123373392	11
0	1434142416	12
0	1819508664	14
0	1466647688	11
0	684506312	10
